Science Activity Number;Science Activity Closed;Device Operation Number;Device Operation;Device Operation Closed;Device Operation Label;Device Shortname;Underway;Event Time;Event Comment;Action;Latitude;Longitude;Depth (m);Speed (kn);Course;Wind Dir;Wind Velocity;Winch;Rope Length (m)
0;f;1;M203_0_Underway-1;t;VMADCP_38kHz;VMADCP_38kHz;f;16.08.24 06:24;;profile start;16∞ 53,342' N;024∞ 59,904' W;0;0;62;48.0;5.2;10;0
0;f;1;M203_0_Underway-1;t;VMADCP_38kHz;VMADCP_38kHz;f;24.09.24 01:52;;profile end;13∞ 09,707' N;059∞ 24,427' W;171;0;252;62.0;5.2;03;0
0;f;3;M203_0_Underway-3;t;TSG;TSG;f;16.08.24 06:24;;profile start;16∞ 53,342' N;024∞ 59,904' W;0;0;165;11.0;5.2;10;0
0;f;3;M203_0_Underway-3;t;TSG;TSG;f;24.09.24 01:52;;profile end;13∞ 09,707' N;059∞ 24,427' W;171;0;341;63.0;4.6;03;0
0;f;2;M203_0_Underway-2;t;VMADCP_75kHz;VMADCP_75kHz;f;16.08.24 06:24;;profile start;16∞ 53,342' N;024∞ 59,904' W;0;0;21;18.0;4.1;10;0
0;f;2;M203_0_Underway-2;t;VMADCP_75kHz;VMADCP_75kHz;f;24.09.24 01:52;;profile end;13∞ 09,707' N;059∞ 24,427' W;171;0;336;63.0;4.6;03;0
0;f;4;M203_0_Underway-4;t;EM122;EM122;f;16.08.24 06:24;;profile start;16∞ 53,342' N;024∞ 59,904' W;0;0;92;40.0;5.3;10;0
0;f;4;M203_0_Underway-4;t;EM122;EM122;f;24.09.24 01:52;;profile end;13∞ 09,708' N;059∞ 24,427' W;171;0;299;65.0;4.9;03;0
0;f;8;M203_0_Underway-8;t;CPOL;CPOL;f;16.08.24 08:10;Recording start;information;16∞ 51,895' N;025∞ 05,805' W;0;10;230;63.0;12.5;10;0
0;f;8;M203_0_Underway-8;t;CPOL;CPOL;f;28.08.24 07:15;Recording suspended;information;14∞ 42,686' N;023∞ 30,059' W;3445;7;2;44.0;5.1;03;0
0;f;8;M203_0_Underway-8;t;CPOL;CPOL;f;28.08.24 20:20;recording continued;information;13∞ 27,535' N;023∞ 16,999' W;4519;10;171;25.0;4.4;03;0
0;f;8;M203_0_Underway-8;t;CPOL;CPOL;f;24.09.24 01:51;recording stopped;information;13∞ 09,707' N;059∞ 24,427' W;171;0;26;63.0;4.8;03;0
0;f;5;M203_0_Underway-5;t;LIDAR;LIDAR;f;16.08.24 10:30;Start recording;information;16∞ 30,357' N;024∞ 57,021' W;2754;11;156;29.0;8.9;10;0
0;f;5;M203_0_Underway-5;t;LIDAR;LIDAR;f;28.08.24 08:30;recording stopped;information;14∞ 51,927' N;023∞ 30,065' W;0;8;360;14.0;5.2;03;0
0;f;5;M203_0_Underway-5;t;LIDAR;LIDAR;f;28.08.24 11:15;recording continued;information;14∞ 53,927' N;023∞ 29,916' W;5587;0;337;60.0;7.7;03;0
0;f;5;M203_0_Underway-5;t;LIDAR;LIDAR;f;24.09.24 01:51;recording stopped;information;13∞ 09,707' N;059∞ 24,427' W;171;0;76;60.0;5.3;03;0
0;f;11;M203_0_Underway-11;t;LIDAR;LIDAR;f;16.08.24 10:45;Wind Lidar TU Delft - recording started;information;16∞ 27,890' N;024∞ 55,877' W;2894;11;156;37.0;7.0;10;0
0;f;10;M203_0_Underway-10;t;RM;RM;f;16.08.24 10:45;HATPRO - Microwave Radiometer - UNI Leipzig - recording start;information;16∞ 27,890' N;024∞ 55,877' W;2894;11;156;37.0;7.0;10;0
0;f;9;M203_0_Underway-9;t;LIDAR;LIDAR;f;16.08.24 10:45;Wind Lidar UNI Leipzig - recording started;information;16∞ 27,890' N;024∞ 55,877' W;2894;11;156;37.0;7.0;10;0
0;f;11;M203_0_Underway-11;t;LIDAR;LIDAR;f;28.08.24 08:54;recording stopped;information;14∞ 53,939' N;023∞ 29,904' W;0;1;235;334.0;3.5;03;0
0;f;10;M203_0_Underway-10;t;RM;RM;f;28.08.24 08:54;recording stopped;information;14∞ 53,939' N;023∞ 29,904' W;0;1;243;335.0;3.3;03;0
0;f;9;M203_0_Underway-9;t;LIDAR;LIDAR;f;28.08.24 08:54;recording stopped;information;14∞ 53,939' N;023∞ 29,907' W;0;0;237;343.0;3.7;03;0
0;f;11;M203_0_Underway-11;t;LIDAR;LIDAR;f;28.08.24 10:50;recording continued;information;14∞ 53,926' N;023∞ 29,914' W;5909;0;30;68.0;7.8;03;0
0;f;10;M203_0_Underway-10;t;RM;RM;f;28.08.24 10:50;recording continued;information;14∞ 53,926' N;023∞ 29,914' W;5909;0;196;68.0;9.0;03;0
0;f;9;M203_0_Underway-9;t;LIDAR;LIDAR;f;28.08.24 10:50;recording continued;information;14∞ 53,926' N;023∞ 29,914' W;5849;0;208;65.0;9.7;03;0
0;f;9;M203_0_Underway-9;t;LIDAR;LIDAR;f;22.09.24 13:47;recording stopped;information;12∞ 52,403' N;058∞ 43,183' W;1846;0;345;109.0;4.3;03;8
0;f;10;M203_0_Underway-10;t;RM;RM;f;24.09.24 01:52;recording stopped;information;13∞ 09,708' N;059∞ 24,427' W;171;0;92;61.0;4.8;03;0
0;f;11;M203_0_Underway-11;t;LIDAR;LIDAR;f;24.09.24 01:53;recording stopped;information;13∞ 09,708' N;059∞ 24,427' W;171;0;49;63.0;4.6;03;0
0;f;6;M203_0_Underway-6;t;LIDAR;LIDAR;f;16.08.24 11:00;Start recording;profile start;16∞ 25,470' N;024∞ 54,750' W;2961;11;155;30.0;8.2;10;0
0;f;6;M203_0_Underway-6;t;LIDAR;LIDAR;f;28.08.24 08:30;recording stopped;information;14∞ 51,973' N;023∞ 30,064' W;0;8;1;19.0;5.4;03;0
0;f;6;M203_0_Underway-6;t;LIDAR;LIDAR;f;28.08.24 11:15;recording continued;information;14∞ 53,927' N;023∞ 29,916' W;5587;0;31;65.0;7.0;03;0
0;f;6;M203_0_Underway-6;t;LIDAR;LIDAR;f;23.09.24 20:39;;profile end;13∞ 09,696' N;059∞ 24,582' W;129;0;11;95.0;4.1;03;0
1;t;1;M203_1-1;t;BLN;BLN;f;16.08.24 16:50;released;information;15∞ 30,175' N;024∞ 29,135' W;3911;10;156;55.0;5.3;10;0
0;f;7;M203_0_Underway-7;t;XMR;XMR;f;16.08.24 19:31;Start recording;information;15∞ 05,510' N;024∞ 17,747' W;2024;10;161;61.0;3.0;10;0
0;f;7;M203_0_Underway-7;t;XMR;XMR;f;24.09.24 01:53;recording stopped;information;13∞ 09,708' N;059∞ 24,427' W;171;0;153;60.0;4.2;03;0
2;t;1;M203_2-1;t;BLN;BLN;f;16.08.24 19:51;released;information;15∞ 02,385' N;024∞ 16,305' W;1495;11;155;48.0;3.1;10;0
3;t;1;M203_3-1;t;BLN;BLN;f;16.08.24 22:51;released;information;14∞ 33,072' N;024∞ 05,489' W;3952;10;159;51.0;2.0;10;0
4;t;1;M203_4-1;t;BLN;BLN;f;17.08.24 01:50;released;information;14∞ 03,606' N;023∞ 54,800' W;4315;11;162;129.0;1.0;10;0
5;t;1;M203_5-1;t;BLN;BLN;f;17.08.24 04:51;released;information;13∞ 34,059' N;023∞ 44,111' W;4445;10;161;209.0;6.2;10;0
6;t;1;M203_6-1;t;BLN;BLN;f;17.08.24 07:50;released, failure;information;13∞ 05,862' N;023∞ 33,934' W;4607;11;162;216.0;9.4;10;0
6;t;1;M203_6-1;t;BLN;BLN;f;17.08.24 08:06;released;information;13∞ 03,368' N;023∞ 33,032' W;4604;10;156;222.0;9.6;10;0
7;t;1;M203_7-1;t;BLN;BLN;f;17.08.24 13:50;released;information;12∞ 07,756' N;023∞ 13,013' W;5009;10;164;220.0;11.7;10;0
8;t;1;M203_8-1;t;BLN;BLN;f;17.08.24 16:50;released;information;11∞ 39,229' N;023∞ 02,771' W;5078;10;158;228.0;12.1;10;0
9;t;1;M203_9-1;t;BLN;BLN;f;17.08.24 19:51;released;information;11∞ 29,058' N;022∞ 58,697' W;5099;1;334;282.0;9.9;10;0
10;t;1;M203_10-1;t;CTD;CTD;f;18.08.24 01:14;W3;in the water;11∞ 04,965' N;022∞ 59,925' W;5128;1;166;234.0;7.2;03;2
10;t;1;M203_10-1;t;CTD;CTD;f;18.08.24 01:41;SLmax = 1013m;max depth/on ground;11∞ 04,979' N;022∞ 59,904' W;5128;0;80;253.0;10.0;03;1013
10;t;1;M203_10-1;t;CTD;CTD;f;18.08.24 02:21;;on deck;11∞ 04,973' N;022∞ 59,906' W;5128;0;276;238.0;11.0;03;0
11;t;1;M203_11-1;t;BLN;BLN;f;18.08.24 01:51;released;information;11∞ 04,976' N;022∞ 59,905' W;5128;1;4;246.0;9.2;03;719
12;t;1;M203_12-1;t;MSS;MSS;f;18.08.24 02:34;;in the water;11∞ 04,957' N;023∞ 00,007' W;5128;1;220;237.0;8.6;03;0
12;t;1;M203_12-1;t;MSS;MSS;f;18.08.24 02:46;re-calibration;on deck;11∞ 04,737' N;023∞ 00,207' W;5129;1;267;236.0;8.3;03;0
12;t;1;M203_12-1;t;MSS;MSS;f;18.08.24 03:04;;in the water;11∞ 04,741' N;022∞ 59,924' W;5128;2;173;230.0;8.4;03;0
12;t;1;M203_12-1;t;MSS;MSS;f;18.08.24 03:21;;on deck;11∞ 04,198' N;023∞ 00,104' W;5129;2;212;229.0;6.5;03;0
13;t;1;M203_13-1;t;CTD;CTD;f;18.08.24 03:42;W3;in the water;11∞ 04,137' N;023∞ 00,103' W;5130;1;78;232.0;8.1;03;5
13;t;1;M203_13-1;t;CTD;CTD;f;18.08.24 04:23;SLmax = 2028m;max depth/on ground;11∞ 04,127' N;023∞ 00,071' W;5130;1;14;230.0;9.0;03;2028
13;t;1;M203_13-1;t;CTD;CTD;f;18.08.24 05:00;;on deck;11∞ 04,123' N;023∞ 00,045' W;5130;0;118;222.0;9.4;03;0
14;t;1;M203_14-1;t;BLN;BLN;f;18.08.24 04:52;released;information;11∞ 04,124' N;023∞ 00,052' W;5129;0;259;239.0;9.3;03;241
15;t;1;M203_15-1;t;MSS;MSS;f;18.08.24 06:27;;in the water;11∞ 03,514' N;023∞ 00,997' W;5132;2;216;212.0;7.1;03;0
15;t;1;M203_15-1;t;MSS;MSS;f;18.08.24 07:07;;on deck;11∞ 02,430' N;023∞ 01,850' W;5137;2;211;221.0;7.3;03;0
16;t;1;M203_16-1;t;BLN;BLN;f;18.08.24 07:51;released;information;11∞ 02,610' N;023∞ 03,248' W;5137;5;347;221.0;8.3;03;0
17;t;1;M203_17-1;t;GLIDER;GLIDER;f;18.08.24 08:55;;in the water;11∞ 04,984' N;023∞ 00,037' W;5130;1;36;227.0;9.4;03;0
18;t;1;M203_18-1;t;DRIFT;DRIFT;f;18.08.24 10:10;Gewicht im Wasser;in the water;11∞ 05,378' N;022∞ 59,554' W;5129;0;14;230.0;7.0;03;0
18;t;1;M203_18-1;t;DRIFT;DRIFT;f;18.08.24 10:30;Kopfboje im Wasser;in the water;11∞ 05,381' N;022∞ 59,556' W;5128;0;170;232.0;7.3;03;0
19;t;1;M203_19-1;t;BLN;BLN;f;18.08.24 10:50;released;information;11∞ 05,354' N;022∞ 59,519' W;5128;0;120;237.0;5.1;03;0
20;t;1;M203_20-1;t;DRIFT;DRIFT;f;18.08.24 12:25;W4, start deploying;in the water;11∞ 05,366' N;022∞ 59,512' W;5126;1;17;234.0;6.3;04;0
20;t;1;M203_20-1;t;DRIFT;DRIFT;f;18.08.24 12:29;Gewicht im Wasser;in the water;11∞ 05,380' N;022∞ 59,501' W;5127;1;299;245.0;7.1;04;0
20;t;1;M203_20-1;t;DRIFT;DRIFT;f;18.08.24 13:08;Kopfbojje im Wasser;in the water;11∞ 05,208' N;022∞ 59,396' W;5127;1;69;239.0;6.7;04;0
21;t;1;M203_21-1;t;BLN;BLN;f;18.08.24 13:51;released;information;11∞ 09,756' N;022∞ 59,989' W;5119;11;358;243.0;6.2;10;0
22;t;1;M203_22-1;t;GLIDER;GLIDER;f;18.08.24 16:09;;in the water;11∞ 26,561' N;023∞ 00,358' W;5105;2;219;253.0;5.0;10;0
23;t;1;M203_23-1;t;BLN;BLN;f;18.08.24 16:51;relseased;information;11∞ 25,908' N;023∞ 01,105' W;5104;1;281;244.0;6.9;03;0
24;t;1;M203_24-1;t;CTD;CTD;f;18.08.24 17:42;W3, clean ship;in the water;11∞ 26,175' N;023∞ 00,942' W;5104;1;86;243.0;5.8;03;0
24;t;1;M203_24-1;t;CTD;CTD;f;18.08.24 18:25;SLmax = 2029m;max depth/on ground;11∞ 26,181' N;023∞ 00,953' W;5104;0;60;232.0;7.6;03;2028
24;t;1;M203_24-1;t;CTD;CTD;f;18.08.24 19:02;;on deck;11∞ 26,192' N;023∞ 00,960' W;5105;1;316;227.0;9.1;03;0
25;t;1;M203_25-1;t;MSS;MSS;f;18.08.24 19:15;;in the water;11∞ 26,265' N;023∞ 01,232' W;5106;2;248;222.0;8.4;03;0
25;t;1;M203_25-1;t;MSS;MSS;f;18.08.24 20:13;;on deck;11∞ 25,504' N;023∞ 02,967' W;5110;2;260;235.0;8.3;03;0
26;t;1;M203_26-1;t;BLN;BLN;f;18.08.24 19:50;released;information;11∞ 25,818' N;023∞ 02,301' W;5110;2;226;233.0;7.8;03;0
27;t;1;M203_27-1;t;BLN;BLN;f;18.08.24 22:50;released;information;11∞ 13,270' N;023∞ 25,930' W;5158;10;242;256.0;8.7;03;0
28;t;1;M203_28-1;t;BLN;BLN;f;19.08.24 01:50;released;information;10∞ 58,931' N;023∞ 53,360' W;5220;10;242;240.0;7.6;03;0
29;t;1;M203_29-1;t;CTD;CTD;f;19.08.24 02:06;W3, clean ship;in the water;10∞ 58,412' N;023∞ 54,213' W;5225;0;197;224.0;9.0;03;0
29;t;1;M203_29-1;t;CTD;CTD;f;19.08.24 02:49;SLmax = 2028m;max depth/on ground;10∞ 58,408' N;023∞ 54,211' W;5226;1;328;218.0;8.8;03;2027
29;t;1;M203_29-1;t;CTD;CTD;f;19.08.24 03:27;;on deck;10∞ 58,410' N;023∞ 54,211' W;5227;0;116;232.0;8.3;03;0
30;t;1;M203_30-1;t;CTD;CTD;f;19.08.24 04:45;W3, clean ship;in the water;10∞ 58,441' N;023∞ 54,196' W;5226;0;196;235.0;9.3;03;0
30;t;1;M203_30-1;t;CTD;CTD;f;19.08.24 04:55;SLmax = 201m;max depth/on ground;10∞ 58,440' N;023∞ 54,196' W;5226;0;63;243.0;10.1;03;201
30;t;1;M203_30-1;t;CTD;CTD;f;19.08.24 05:08;;on deck;10∞ 58,440' N;023∞ 54,197' W;5225;0;178;235.0;9.0;03;0
31;t;1;M203_31-1;t;BLN;BLN;f;19.08.24 04:50;released;information;10∞ 58,440' N;023∞ 54,195' W;5226;0;296;244.0;9.1;03;79
32;t;1;M203_32-1;t;BLN;BLN;f;19.08.24 07:50;Released;information;10∞ 46,293' N;024∞ 17,517' W;5171;11;239;226.0;8.7;03;0
33;t;1;M203_33-1;t;CTD;CTD;f;19.08.24 11:34;W3;in the water;10∞ 29,182' N;024∞ 50,259' W;5251;1;7;263.0;5.4;03;20
33;t;1;M203_33-1;t;CTD;CTD;f;19.08.24 12:13;SLmax = 2030m;max depth/on ground;10∞ 29,178' N;024∞ 50,259' W;5261;0;353;227.0;6.7;03;2029
33;t;1;M203_33-1;t;CTD;CTD;f;19.08.24 12:51;;on deck;10∞ 29,179' N;024∞ 50,258' W;5241;0;162;227.0;6.0;03;0
34;t;1;M203_34-1;t;MSS;MSS;f;19.08.24 13:02;;in the water;10∞ 29,111' N;024∞ 50,289' W;5245;1;219;226.0;7.3;03;0
34;t;1;M203_34-1;t;MSS;MSS;f;19.08.24 13:34;;on deck;10∞ 28,630' N;024∞ 50,646' W;5274;2;218;235.0;6.9;03;0
35;t;1;M203_35-1;t;BLN;BLN;f;19.08.24 13:51;released;information;10∞ 27,611' N;024∞ 52,673' W;5135;10;242;229.0;7.6;03;0
36;t;1;M203_36-1;t;BLN;BLN;f;19.08.24 16:50;released;information;10∞ 13,817' N;025∞ 19,541' W;5517;9;245;248.0;7.7;03;0
37;t;1;M203_37-1;t;BLN;BLN;f;19.08.24 19:52;released;information;09∞ 59,899' N;025∞ 45,996' W;4734;5;230;267.0;9.3;03;0
38;t;1;M203_38-1;t;MSS;MSS;f;19.08.24 20:09;;in the water;09∞ 59,322' N;025∞ 46,346' W;4945;2;183;255.0;8.8;03;0
38;t;1;M203_38-1;t;MSS;MSS;f;19.08.24 20:43;;on deck;09∞ 58,358' N;025∞ 46,528' W;5035;1;192;284.0;9.8;03;0
39;t;1;M203_39-1;t;CTD;CTD;f;19.08.24 20:50;W3, clean ship;in the water;09∞ 58,266' N;025∞ 46,473' W;5061;0;122;275.0;9.9;03;0
39;t;1;M203_39-1;t;CTD;CTD;f;19.08.24 21:30;SLmax = 2028m;max depth/on ground;09∞ 58,265' N;025∞ 46,473' W;5062;0;158;277.0;10.2;03;2027
39;t;1;M203_39-1;t;CTD;CTD;f;19.08.24 22:08;;on deck;09∞ 58,227' N;025∞ 46,465' W;5067;1;167;282.0;7.3;03;0
40;t;1;M203_40-1;t;BLN;BLN;f;19.08.24 22:51;released;information;09∞ 55,572' N;025∞ 46,108' W;5530;8;235;268.0;7.9;03;0
41;t;1;M203_41-1;t;BLN;BLN;f;20.08.24 01:50;released;information;09∞ 42,047' N;026∞ 12,497' W;5290;10;251;284.0;7.5;03;0
42;t;1;M203_42-1;t;MSS;MSS;f;20.08.24 04:37;;in the water;09∞ 31,601' N;026∞ 38,466' W;5279;2;245;264.0;8.5;03;0
42;t;1;M203_42-1;t;MSS;MSS;f;20.08.24 05:14;;on deck;09∞ 31,181' N;026∞ 39,157' W;5265;2;219;258.0;7.8;03;0
43;t;1;M203_43-1;t;BLN;BLN;f;20.08.24 04:50;released;information;09∞ 31,468' N;026∞ 38,700' W;5298;1;242;255.0;8.1;03;0
44;t;1;M203_44-1;t;CTD;CTD;f;20.08.24 05:19;W3, clean ship;in the water;09∞ 31,154' N;026∞ 39,185' W;5711;0;17;262.0;7.9;03;0
44;t;1;M203_44-1;t;CTD;CTD;f;20.08.24 05:59;SLmax = 2027m;max depth/on ground;09∞ 31,158' N;026∞ 39,188' W;5281;0;159;257.0;7.2;03;2026
44;t;1;M203_44-1;t;CTD;CTD;f;20.08.24 06:38;;on deck;09∞ 31,158' N;026∞ 39,189' W;5280;0;125;258.0;7.4;03;0
45;t;1;M203_45-1;t;BLN;BLN;f;20.08.24 07:50;released;information;09∞ 31,570' N;026∞ 43,113' W;5290;10;182;261.0;9.9;03;0
46;t;1;M203_46-1;t;BLN;BLN;f;20.08.24 10:47;released;information;09∞ 01,799' N;026∞ 45,579' W;5357;10;186;255.0;8.4;03;0
47;t;1;M203_47-1;t;MSS;MSS;f;20.08.24 13:08;;in the water;08∞ 39,887' N;026∞ 47,934' W;5123;1;242;261.0;8.7;03;0
47;t;1;M203_47-1;t;MSS;MSS;f;20.08.24 13:53;;on deck;08∞ 39,493' N;026∞ 48,338' W;5130;1;196;241.0;8.0;03;0
48;t;1;M203_48-1;t;BLN;BLN;f;20.08.24 13:49;released;information;08∞ 39,534' N;026∞ 48,298' W;5135;1;210;246.0;8.3;03;0
49;t;1;M203_49-1;t;CTD;CTD;f;20.08.24 13:57;W3, clean ship;in the water;08∞ 39,480' N;026∞ 48,330' W;5132;0;151;243.0;8.2;03;5
49;t;1;M203_49-1;t;CTD;CTD;f;20.08.24 14:13;SLmax = 607m;max depth/on ground;08∞ 39,447' N;026∞ 48,304' W;5127;0;20;255.0;8.2;03;606
49;t;1;M203_49-1;t;CTD;CTD;f;20.08.24 14:41;;on deck;08∞ 39,452' N;026∞ 48,307' W;5128;1;7;257.0;9.5;03;0
50;t;1;M203_50-1;t;BLN;BLN;f;20.08.24 15:19;released;information;08∞ 38,779' N;026∞ 47,968' W;5134;6;145;264.0;9.0;03;0
51;t;1;M203_51-1;t;BLN;BLN;f;20.08.24 16:50;released;information;08∞ 31,082' N;026∞ 47,636' W;5042;10;180;257.0;10.1;03;0
52;t;1;M203_52-1;t;BLN;BLN;f;20.08.24 19:50;released;information;08∞ 00,595' N;026∞ 46,784' W;4467;10;179;257.0;6.1;03;0
53;t;1;M203_53-1;t;BLN;BLN;f;20.08.24 22:49;released;information;07∞ 29,931' N;026∞ 45,929' W;4765;10;178;253.0;6.1;03;0
54;t;1;M203_54-1;t;BLN;BLN;f;21.08.24 01:50;released;information;06∞ 59,074' N;026∞ 45,071' W;4233;11;179;211.0;6.8;03;0
55;t;1;M203_55-1;t;BLN;BLN;f;21.08.24 04:51;released;information;06∞ 27,971' N;026∞ 44,209' W;4356;11;179;211.0;8.1;03;0
56;t;1;M203_56-1;t;MSS;MSS;f;21.08.24 07:08;;in the water;06∞ 06,744' N;026∞ 43,792' W;4307;1;180;212.0;8.8;03;0
56;t;1;M203_56-1;t;MSS;MSS;f;21.08.24 07:45;;on deck;06∞ 06,262' N;026∞ 44,080' W;4300;1;201;226.0;8.9;03;0
57;t;1;M203_57-1;t;BLN;BLN;f;21.08.24 07:50;released;information;06∞ 06,242' N;026∞ 44,086' W;4303;0;188;225.0;6.8;03;0
58;t;1;M203_58-1;t;CTD;CTD;f;21.08.24 07:54;W3, clean ship;in the water;06∞ 06,243' N;026∞ 44,086' W;4301;0;151;236.0;8.5;03;0
58;t;1;M203_58-1;t;CTD;CTD;f;21.08.24 08:34;SLmax = 2028m;max depth/on ground;06∞ 06,242' N;026∞ 44,086' W;4302;0;343;231.0;9.4;03;2028
58;t;1;M203_58-1;t;CTD;CTD;f;21.08.24 09:13;;on deck;06∞ 06,242' N;026∞ 44,087' W;4301;0;5;221.0;9.1;03;0
59;t;1;M203_59-1;t;BLN;BLN;f;21.08.24 10:45;released;information;05∞ 58,123' N;026∞ 43,378' W;4164;10;177;258.0;10.4;03;0
60;t;1;M203_60-1;t;BLN;BLN;f;21.08.24 13:50;released;information;05∞ 27,580' N;026∞ 42,618' W;4357;4;201;208.0;10.7;03;0
61;t;1;M203_61-1;t;BLN;BLN;f;21.08.24 14:50;released;information;05∞ 27,897' N;026∞ 42,422' W;4358;4;147;217.0;10.0;03;0
62;t;1;M203_62-1;t;MSS;MSS;f;21.08.24 15:18;;in the water;05∞ 27,731' N;026∞ 42,470' W;4368;1;269;217.0;9.1;03;0
62;t;1;M203_62-1;t;MSS;MSS;f;21.08.24 15:56;;on deck;05∞ 27,351' N;026∞ 42,978' W;4284;1;198;210.0;9.8;03;0
63;t;1;M203_63-1;t;CTD;CTD;f;21.08.24 16:03;W3, clean ship;in the water;05∞ 27,345' N;026∞ 42,981' W;4284;0;252;214.0;9.8;03;0
63;t;1;M203_63-1;t;CTD;CTD;f;21.08.24 16:48;SLmax = 2047m;max depth/on ground;05∞ 27,344' N;026∞ 42,981' W;4285;0;324;204.0;9.3;03;2038
63;t;1;M203_63-1;t;CTD;CTD;f;21.08.24 17:26;;on deck;05∞ 27,343' N;026∞ 42,980' W;4289;0;186;207.0;7.9;03;0
64;t;1;M203_64-1;t;BLN;BLN;f;21.08.24 16:50;released;information;05∞ 27,345' N;026∞ 42,981' W;4289;0;337;207.0;9.7;03;1962
65;t;1;M203_65-1;t;BLN;BLN;f;21.08.24 19:50;released;information;05∞ 40,706' N;026∞ 24,726' W;4312;10;56;209.0;8.8;03;0
66;t;1;M203_66-1;t;BLN;BLN;f;21.08.24 22:51;released;information;06∞ 00,208' N;026∞ 00,670' W;3917;10;53;208.0;9.1;03;0
67;t;1;M203_67-1;t;MSS;MSS;f;21.08.24 23:34;;in the water;06∞ 03,461' N;025∞ 56,314' W;3896;1;233;206.0;8.7;03;0
67;t;1;M203_67-1;t;MSS;MSS;f;22.08.24 00:17;;information;06∞ 03,294' N;025∞ 56,482' W;3890;0;120;206.0;8.3;03;0
68;t;1;M203_68-1;t;CTD;CTD;f;22.08.24 00:23;W3, clean ship;in the water;06∞ 03,294' N;025∞ 56,482' W;3891;0;141;205.0;9.0;03;1
68;t;1;M203_68-1;t;CTD;CTD;f;22.08.24 01:03;SLmax = 2031m;max depth/on ground;06∞ 03,206' N;025∞ 56,395' W;3889;0;23;197.0;6.9;03;2030
68;t;1;M203_68-1;t;CTD;CTD;f;22.08.24 01:44;;on deck;06∞ 03,240' N;025∞ 56,412' W;3890;0;104;191.0;7.3;03;0
69;t;1;M203_69-1;t;BLN;BLN;f;22.08.24 01:50;released;information;06∞ 03,219' N;025∞ 56,388' W;3888;1;181;195.0;7.4;03;0
70;t;1;M203_70-1;t;CTD;CTD;f;22.08.24 02:49;W3, clean ship;in the water;06∞ 03,292' N;025∞ 56,382' W;3890;0;5;192.0;8.6;03;0
70;t;1;M203_70-1;t;CTD;CTD;f;22.08.24 03:02;SLmax = 145m;max depth/on ground;06∞ 03,292' N;025∞ 56,381' W;3889;1;7;201.0;8.4;03;140
70;t;1;M203_70-1;t;CTD;CTD;f;22.08.24 03:13;;on deck;06∞ 03,294' N;025∞ 56,382' W;3890;1;175;196.0;9.8;03;0
71;t;1;M203_71-1;t;BLN;BLN;f;22.08.24 04:50;released;information;06∞ 12,823' N;025∞ 45,046' W;4017;11;51;191.0;10.3;03;0
72;t;1;M203_72-1;t;BLN;BLN;f;22.08.24 07:50;released;information;06∞ 31,135' N;025∞ 20,417' W;4268;10;52;204.0;9.3;03;0
73;t;1;M203_73-1;t;BLN;BLN;f;22.08.24 10:46;released;information;06∞ 48,835' N;024∞ 56,585' W;4408;10;58;192.0;9.5;03;0
74;t;1;M203_74-1;t;BLN;BLN;f;22.08.24 13:50;released;information;07∞ 07,554' N;024∞ 31,374' W;4458;11;58;199.0;10.0;03;0
75;t;1;M203_75-1;t;BLN;BLN;f;22.08.24 15:25;released;information;07∞ 11,258' N;024∞ 26,497' W;4530;10;191;202.0;10.0;03;0
76;t;1;M203_76-1;t;CTD;CTD;f;22.08.24 16:31;W3, clean ship ;in the water;07∞ 05,854' N;024∞ 27,651' W;4444;0;198;216.0;9.4;03;0
76;t;1;M203_76-1;t;CTD;CTD;f;22.08.24 18:07;SLmax = 4473m;max depth/on ground;07∞ 05,437' N;024∞ 27,249' W;4411;1;171;213.0;7.8;03;4473
76;t;1;M203_76-1;t;CTD;CTD;f;22.08.24 19:23;;on deck;07∞ 05,158' N;024∞ 26,993' W;4360;1;153;193.0;6.8;03;0
77;t;1;M203_77-1;t;BLN;BLN;f;22.08.24 16:50;released;information;07∞ 05,749' N;024∞ 27,565' W;4439;0;124;216.0;9.4;03;264
78;t;1;M203_78-1;t;BLN;BLN;f;22.08.24 19:50;released;information;07∞ 02,478' N;024∞ 27,825' W;4284;11;198;215.0;7.0;03;0
79;t;1;M203_79-1;t;BLN;BLN;f;22.08.24 21:50;released;information;06∞ 42,237' N;024∞ 31,662' W;4403;10;190;203.0;7.0;03;0
80;t;1;M203_80-1;t;BLN;BLN;f;23.08.24 01:50;released;information;06∞ 02,149' N;024∞ 38,672' W;4307;11;191;194.0;5.1;03;0
81;t;1;M203_81-1;t;MSS;MSS;f;23.08.24 03:32;;in the water;05∞ 46,045' N;024∞ 41,551' W;4449;2;209;187.0;6.6;03;0
81;t;1;M203_81-1;t;MSS;MSS;f;23.08.24 04:17;;on deck;05∞ 44,747' N;024∞ 41,977' W;4420;2;189;190.0;5.3;03;0
82;t;1;M203_82-1;t;CTD;CTD;f;23.08.24 04:24;W3, clean ship ;in the water;05∞ 44,729' N;024∞ 41,968' W;4417;0;193;188.0;5.5;03;0
82;t;1;M203_82-1;t;CTD;CTD;f;23.08.24 05:06;SLmax = 2053m;max depth/on ground;05∞ 44,719' N;024∞ 41,977' W;4416;0;143;186.0;5.5;03;2053
